stock_id,stock_received_date,facility_name,drug_id,drug_name,quantity_received,supplier,batch_number,expiry_date,delivery_delay_days
GRN-20190512-0178,2019-05-12,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2195,Joint Medical Store,H4H51LFP,2021-10-10,4
GRN-20190512-0179,2019-05-12,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3735,Cipla Quality Chemicals,1SM5A6E4,2021-08-27,7
GRN-20190513-0180,2019-05-13,Allan Galpin Health Center,D002,Artesunate Injection 60mg,933,National Medical Stores,V2J3Q8VV,2021-01-09,7
GRN-20190513-0181,2019-05-13,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,744,Abacus Pharma,KPEGB12E,2021-05-15,3
GRN-20190513-0182,2019-05-13,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,826,EMHS Uganda,G5YZ0LS1,2021-09-15,6
GRN-20190515-0183,2019-05-15,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1247,Abacus Pharma,B22CH8Q9,2021-05-31,3
GRN-20190517-0184,2019-05-17,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1380,Cipla Quality Chemicals,ERGDF9EF,2020-06-02,2
GRN-20190518-0185,2019-05-18,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,653,Cipla Quality Chemicals,1X1LT31C,2021-08-20,5
GRN-20190519-0186,2019-05-19,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1667,Joint Medical Store,BIA54L82,2020-10-23,1
GRN-20190519-0187,2019-05-19,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1226,Joint Medical Store,1V6MQCHN,2021-10-17,5
GRN-20190519-0188,2019-05-19,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,794,EMHS Uganda,236X06WK,2021-06-01,7
GRN-20190520-0189,2019-05-20,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,815,Joint Medical Store,AE8VOWY1,2021-08-17,3
GRN-20190520-0190,2019-05-20,Allan Galpin Health Center,D028,ORS Sachets,1363,Cipla Quality Chemicals,WO27LOU7,2021-05-07,1
GRN-20190521-0191,2019-05-21,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1515,Cipla Quality Chemicals,WCVDGY4R,2020-10-15,1
GRN-20190522-0192,2019-05-22,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1503,National Medical Stores,NKKIVQ2L,2021-08-28,7
GRN-20190526-0193,2019-05-26,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,808,Cipla Quality Chemicals,S9WOCF2Q,2020-06-04,4
GRN-20190526-0194,2019-05-26,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1232,EMHS Uganda,HCYN9C4J,2021-09-15,1
GRN-20190527-0195,2019-05-27,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,662,Quality Chemicals Industries,FZ8I2NIM,2021-09-04,4
GRN-20190527-0196,2019-05-27,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,351,National Medical Stores,Z4HOWXJY,2020-10-26,2
GRN-20190528-0197,2019-05-28,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1762,National Medical Stores,NZRN48X6,2021-01-21,0
GRN-20190530-0198,2019-05-30,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,504,EMHS Uganda,SAYL2H5H,2020-09-07,6
GRN-20190601-0199,2019-06-01,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,932,EMHS Uganda,RM5YTQ0Y,2021-11-02,5
GRN-20190602-0200,2019-06-02,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1004,Joint Medical Store,KF63XU5L,2021-01-27,3
GRN-20190603-0201,2019-06-03,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,545,National Medical Stores,6CHH3XOD,2021-10-05,6
GRN-20190603-0202,2019-06-03,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1397,Joint Medical Store,KPMKB0N5,2021-07-21,0
GRN-20190604-0203,2019-06-04,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2284,Cipla Quality Chemicals,KNA0I8T1,2021-09-15,1
GRN-20190605-0204,2019-06-05,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2602,National Medical Stores,PE4VI9NH,2020-08-04,7
GRN-20190605-0205,2019-06-05,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1525,National Medical Stores,GH1MCBDE,2021-06-03,4
GRN-20190605-0206,2019-06-05,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,1954,Abacus Pharma,MXN0YE5E,2021-10-12,2
GRN-20190605-0207,2019-06-05,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,654,Quality Chemicals Industries,SXTND9K7,2020-10-01,6
GRN-20190606-0208,2019-06-06,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1551,National Medical Stores,CD6ID23D,2021-10-09,4
GRN-20190606-0209,2019-06-06,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,995,Cipla Quality Chemicals,RDKIKXUJ,2020-07-16,7
GRN-20190606-0210,2019-06-06,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1579,Joint Medical Store,3CNN3OHG,2020-12-30,7
GRN-20190607-0211,2019-06-07,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,747,Joint Medical Store,GQULWR0H,2021-05-31,7
GRN-20190607-0212,2019-06-07,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,788,Abacus Pharma,WZEQOMLI,2020-12-06,1
GRN-20190608-0213,2019-06-08,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,734,Quality Chemicals Industries,6NSJ8Z8N,2020-07-11,6
GRN-20190608-0214,2019-06-08,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,699,Cipla Quality Chemicals,Z6BXZSLG,2021-09-06,6
GRN-20190608-0215,2019-06-08,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,481,Joint Medical Store,POT195GO,2021-02-15,6
GRN-20190609-0216,2019-06-09,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3231,EMHS Uganda,M4IRZCTK,2021-02-13,2
GRN-20190609-0217,2019-06-09,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2678,Cipla Quality Chemicals,L4NZR32O,2020-11-07,0
GRN-20190610-0218,2019-06-10,Allan Galpin Health Center,D002,Artesunate Injection 60mg,946,Cipla Quality Chemicals,3VRP1856,2021-01-08,4
GRN-20190611-0219,2019-06-11,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,969,Quality Chemicals Industries,GNWVABL9,2020-08-13,1
GRN-20190611-0220,2019-06-11,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,586,Joint Medical Store,HK3JO3I5,2021-05-08,4
GRN-20190612-0221,2019-06-12,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,646,Cipla Quality Chemicals,TZ3GLN25,2021-07-18,4
GRN-20190612-0222,2019-06-12,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1113,Abacus Pharma,QPOUUPVF,2020-07-12,5
GRN-20190613-0223,2019-06-13,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,826,Abacus Pharma,C668PJDI,2021-05-22,3
GRN-20190614-0224,2019-06-14,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4114,Joint Medical Store,Q3C3SKRY,2020-07-22,5
GRN-20190615-0225,2019-06-15,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,920,Abacus Pharma,VC2R6F4W,2021-06-20,7
GRN-20190615-0226,2019-06-15,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1775,EMHS Uganda,T52P927V,2021-11-17,4
GRN-20190616-0227,2019-06-16,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,571,Quality Chemicals Industries,P7K30K13,2021-05-13,0
GRN-20190617-0228,2019-06-17,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1280,Abacus Pharma,29KJZNZ8,2021-01-09,0
GRN-20190618-0229,2019-06-18,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1123,Abacus Pharma,X8S18WY2,2021-01-08,0
GRN-20190619-0230,2019-06-19,Allan Galpin Health Center,D028,ORS Sachets,1679,EMHS Uganda,3OOYTCWT,2020-11-12,0
GRN-20190622-0231,2019-06-22,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,551,Quality Chemicals Industries,BSZ8FZ84,2020-12-20,2
GRN-20190623-0232,2019-06-23,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,766,Cipla Quality Chemicals,X6VREIY2,2021-03-06,5
GRN-20190624-0233,2019-06-24,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,2167,Quality Chemicals Industries,HO74GM7W,2021-05-06,0
GRN-20190625-0234,2019-06-25,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1349,National Medical Stores,EHL7X5OK,2021-04-21,2
GRN-20190626-0235,2019-06-26,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2624,Joint Medical Store,G775NMY8,2021-10-30,1
GRN-20190627-0236,2019-06-27,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2502,Joint Medical Store,R4FNM79Q,2020-10-20,1
GRN-20190627-0237,2019-06-27,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1093,National Medical Stores,DWIKLI8Q,2020-12-12,1
GRN-20190627-0238,2019-06-27,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1524,EMHS Uganda,NB8UK3PG,2021-12-04,2
GRN-20190627-0239,2019-06-27,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,941,National Medical Stores,7V8RAPHZ,2021-05-09,3
GRN-20190627-0240,2019-06-27,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,437,Cipla Quality Chemicals,3BG1KPGN,2021-11-25,6
GRN-20190628-0241,2019-06-28,Allan Galpin Health Center,D002,Artesunate Injection 60mg,862,Cipla Quality Chemicals,OC9U94K2,2020-10-07,4
GRN-20190629-0242,2019-06-29,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1137,Joint Medical Store,D31N4MA7,2021-08-27,6
GRN-20190630-0243,2019-06-30,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2468,Cipla Quality Chemicals,NQTK4AM8,2021-01-13,3
GRN-20190630-0244,2019-06-30,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,823,Joint Medical Store,HSH0UCJJ,2021-04-18,2
GRN-20190701-0245,2019-07-01,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,871,National Medical Stores,29RVNW7I,2020-09-25,2
GRN-20190701-0246,2019-07-01,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,965,National Medical Stores,CS0ZUJ9N,2020-10-25,3
GRN-20190701-0247,2019-07-01,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1434,Abacus Pharma,Y0C7MOOM,2021-04-18,1
GRN-20190702-0248,2019-07-02,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,853,Abacus Pharma,9Y9VYTYX,2021-01-12,1
GRN-20190702-0249,2019-07-02,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1143,National Medical Stores,BGI0TJ9C,2020-12-29,0
GRN-20190703-0250,2019-07-03,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,829,Joint Medical Store,72UK7MXM,2021-02-10,3
GRN-20190705-0251,2019-07-05,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,1872,National Medical Stores,CF3SEQI9,2021-03-10,2
GRN-20190705-0252,2019-07-05,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1779,National Medical Stores,7XUZ54PU,2021-10-10,0
GRN-20190705-0253,2019-07-05,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,893,EMHS Uganda,ZLRAOI1R,2021-01-31,1
GRN-20190706-0254,2019-07-06,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1938,National Medical Stores,WP3BY9UG,2021-05-27,6
GRN-20190707-0255,2019-07-07,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3039,Cipla Quality Chemicals,WTMJKJE9,2020-09-16,0
GRN-20190707-0256,2019-07-07,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,887,Joint Medical Store,BRDGRRKB,2021-07-26,3
GRN-20190708-0257,2019-07-08,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,414,EMHS Uganda,007XKYCM,2021-10-10,3
GRN-20190709-0258,2019-07-09,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,982,Abacus Pharma,6IQUT73U,2021-12-09,4
GRN-20190709-0259,2019-07-09,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,395,Quality Chemicals Industries,CK91UPNC,2020-07-08,1
GRN-20190709-0260,2019-07-09,Allan Galpin Health Center,D028,ORS Sachets,1620,Joint Medical Store,RFGIMJ99,2020-11-19,4
GRN-20190710-0261,2019-07-10,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1317,Cipla Quality Chemicals,TKK7S41G,2020-11-20,0
GRN-20190712-0262,2019-07-12,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,439,Joint Medical Store,ZVABH002,2021-01-10,2
GRN-20190713-0263,2019-07-13,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,653,Abacus Pharma,EZAX65HN,2021-11-13,4
GRN-20190714-0264,2019-07-14,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,741,Cipla Quality Chemicals,5G4XIOSC,2021-01-21,1
GRN-20190714-0265,2019-07-14,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2323,Cipla Quality Chemicals,3X6YNU7F,2020-12-02,2
GRN-20190715-0266,2019-07-15,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1050,Quality Chemicals Industries,KS4JCMJN,2021-02-19,0
GRN-20190715-0267,2019-07-15,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1221,Joint Medical Store,1XZ220NH,2020-10-31,6
GRN-20190718-0268,2019-07-18,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1229,Quality Chemicals Industries,3I6FVEU5,2021-11-05,6
GRN-20190719-0269,2019-07-19,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1288,Quality Chemicals Industries,J8C89N9R,2021-06-01,1
GRN-20190720-0270,2019-07-20,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1136,Joint Medical Store,E7K5WFE7,2021-01-09,7
GRN-20190721-0271,2019-07-21,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1665,National Medical Stores,GZ5LHYD4,2021-03-21,5
GRN-20190721-0272,2019-07-21,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1015,National Medical Stores,ZCXVVE3X,2021-07-22,1
GRN-20190722-0273,2019-07-22,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1454,Abacus Pharma,87WD778D,2021-02-12,2
GRN-20190723-0274,2019-07-23,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,507,Quality Chemicals Industries,X0ENHVYP,2021-12-25,1
GRN-20190723-0275,2019-07-23,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1550,EMHS Uganda,R2X0JGRE,2021-04-16,6
GRN-20190724-0276,2019-07-24,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1230,Quality Chemicals Industries,U6MP2GWR,2021-06-22,6
GRN-20190724-0277,2019-07-24,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,701,Quality Chemicals Industries,29TJLRQ6,2021-01-04,7
GRN-20190724-0278,2019-07-24,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1717,Quality Chemicals Industries,5F6N4JA7,2021-10-13,5
GRN-20190725-0279,2019-07-25,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1303,Abacus Pharma,J02SXXK7,2021-06-10,1
GRN-20190725-0280,2019-07-25,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,501,National Medical Stores,BU9OOGW6,2021-09-10,7
GRN-20190725-0281,2019-07-25,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,695,Abacus Pharma,MYWMPIW0,2021-07-07,4
GRN-20190726-0282,2019-07-26,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,661,Abacus Pharma,K6I45IU5,2021-11-04,4
GRN-20190727-0283,2019-07-27,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,772,Abacus Pharma,XT07VYF5,2020-12-31,2
GRN-20190727-0284,2019-07-27,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,809,National Medical Stores,ESIB8WPZ,2020-10-19,3
GRN-20190728-0285,2019-07-28,Allan Galpin Health Center,D002,Artesunate Injection 60mg,949,National Medical Stores,9067LQ9M,2021-07-19,6
GRN-20190728-0286,2019-07-28,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,982,Quality Chemicals Industries,FKJZUBTB,2021-07-15,6
GRN-20190729-0287,2019-07-29,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,775,Abacus Pharma,M5L8Y76K,2021-02-28,0
GRN-20190730-0288,2019-07-30,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,739,EMHS Uganda,H00OSQ72,2021-06-06,3
GRN-20190730-0289,2019-07-30,Allan Galpin Health Center,D028,ORS Sachets,2130,National Medical Stores,RRI1WZFV,2021-12-06,7
GRN-20190731-0290,2019-07-31,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1088,Joint Medical Store,NEV0LKAD,2021-01-22,5
GRN-20190801-0291,2019-08-01,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1045,Joint Medical Store,5MSJHXRK,2021-01-11,4
GRN-20190802-0292,2019-08-02,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3695,Joint Medical Store,NPGXQK1S,2021-04-26,5
GRN-20190802-0293,2019-08-02,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2444,Cipla Quality Chemicals,5G4426JO,2020-09-29,3
GRN-20190803-0294,2019-08-03,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3157,Quality Chemicals Industries,65O4UO1O,2021-09-15,0
GRN-20190805-0295,2019-08-05,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1074,Joint Medical Store,71K0V8JK,2021-09-01,6
GRN-20190805-0296,2019-08-05,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1175,Quality Chemicals Industries,BM7JZAYM,2021-12-15,5
GRN-20190807-0297,2019-08-07,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1992,Joint Medical Store,ZJIBQ1Z9,2020-11-27,4
GRN-20190809-0298,2019-08-09,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1520,EMHS Uganda,0SW52HM4,2021-09-04,2
GRN-20190809-0299,2019-08-09,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,426,Quality Chemicals Industries,67EDH7WO,2020-09-16,3
GRN-20190810-0300,2019-08-10,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,478,Joint Medical Store,UVOLTII9,2022-01-17,4
GRN-20190810-0301,2019-08-10,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,645,National Medical Stores,E06JMN4K,2021-08-24,3
GRN-20190811-0302,2019-08-11,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,310,Quality Chemicals Industries,U4HPRX30,2021-01-16,1
GRN-20190812-0303,2019-08-12,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,870,Cipla Quality Chemicals,CKYXYTZF,2021-01-20,3
GRN-20190812-0304,2019-08-12,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,528,National Medical Stores,DTXJVZKT,2020-12-20,7
GRN-20190814-0305,2019-08-14,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1874,National Medical Stores,6R4EWAE7,2021-02-23,1
GRN-20190814-0306,2019-08-14,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1403,Abacus Pharma,O4I0C8NY,2020-10-05,4
GRN-20190815-0307,2019-08-15,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,492,Cipla Quality Chemicals,07UBHXM9,2021-07-10,4
GRN-20190815-0308,2019-08-15,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1143,National Medical Stores,32BNVDY3,2020-11-16,3
GRN-20190816-0309,2019-08-16,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1988,National Medical Stores,AFZMC2IQ,2021-03-28,7
GRN-20190816-0310,2019-08-16,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1083,Joint Medical Store,PD1QOD91,2020-10-25,1
GRN-20190816-0311,2019-08-16,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,490,Joint Medical Store,VJHER1OQ,2020-11-06,6
GRN-20190817-0312,2019-08-17,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1251,Quality Chemicals Industries,LH1X5YFR,2021-09-15,2
GRN-20190817-0313,2019-08-17,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,640,Quality Chemicals Industries,7P1AC5X7,2021-01-26,5
GRN-20190817-0314,2019-08-17,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1413,Quality Chemicals Industries,G5GCJS59,2021-11-30,3
GRN-20190817-0315,2019-08-17,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,985,Joint Medical Store,OAVSV72M,2020-12-29,1
GRN-20190819-0316,2019-08-19,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3470,Quality Chemicals Industries,9NCG4QID,2021-10-18,5
GRN-20190820-0317,2019-08-20,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1536,National Medical Stores,AYKQ3PSO,2020-09-25,1
GRN-20190821-0318,2019-08-21,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,994,Joint Medical Store,DPON8JNG,2021-06-16,0
GRN-20190821-0319,2019-08-21,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1630,Quality Chemicals Industries,JQT0AX8W,2021-08-27,2
GRN-20190822-0320,2019-08-22,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1449,National Medical Stores,4TTKOR25,2020-11-06,7
GRN-20190823-0321,2019-08-23,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,895,Quality Chemicals Industries,EU06I7MF,2021-04-04,7
GRN-20190825-0322,2019-08-25,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,924,EMHS Uganda,4LG8UTES,2021-02-24,3
GRN-20190825-0323,2019-08-25,Allan Galpin Health Center,D028,ORS Sachets,2115,Quality Chemicals Industries,ENTK1D26,2021-08-07,6
GRN-20190826-0324,2019-08-26,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1237,EMHS Uganda,IYM9L6GB,2021-06-30,5
GRN-20190826-0325,2019-08-26,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1283,Quality Chemicals Industries,CFBZROZU,2020-12-07,4
GRN-20190826-0326,2019-08-26,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,576,Abacus Pharma,IOTMOSEJ,2021-06-13,6
GRN-20190826-0327,2019-08-26,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,819,Abacus Pharma,ZRGH3AKX,2022-01-17,2
GRN-20190827-0328,2019-08-27,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1223,Cipla Quality Chemicals,7AINB1Z6,2021-05-20,3
GRN-20190828-0329,2019-08-28,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2439,Abacus Pharma,G1GD3UT6,2021-12-24,5
GRN-20190830-0330,2019-08-30,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,662,Abacus Pharma,ARI6UNB4,2020-09-21,5
GRN-20190831-0331,2019-08-31,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1903,Quality Chemicals Industries,LY6TAHY2,2021-03-31,6
GRN-20190902-0332,2019-09-02,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,815,Joint Medical Store,KNCZ23D0,2021-07-23,0
GRN-20190902-0333,2019-09-02,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,768,Joint Medical Store,3DOP8QQ9,2020-11-17,7
GRN-20190902-0334,2019-09-02,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,908,EMHS Uganda,U9DQ7SNT,2021-01-21,7
GRN-20190902-0335,2019-09-02,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1511,Joint Medical Store,TSFRS06V,2020-12-23,4
GRN-20190902-0336,2019-09-02,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,2007,National Medical Stores,UGVUXX52,2020-12-23,5
