drug_id,drug_name,manufacturer_country,license_holder,distribution_region,facility_type,initial_stock_units,stock_received_date,reorder_level,average_monthly_demand,delivery_frequency_days,lead_time_days,supplier_reliability_score,region_disease_outbreaks,season,transport_accessibility_score,power_stability_index,staff_availability_index,data_record_quality,storage_temperature,storage_humidity,FEFO_policy_implemented,warehouse_capacity_utilization,storage_condition_rating,stockout_occurred,expiry_rate_percent,forecast_error_percent,financial_loss_due_to_expiry_usd,delivery_delay_days,predicted_stockout_probability,expiry_risk_category,data_source
NDA/MAL/HHP/10090,Doxycycline Capsules,India,Acme Pharma Ltd,Eastern,Hospital,3226.0,2023-02-24,772,4631,80,25,0.722,0,Dry,0.571,0.42,0.716,Moderate,25.4,53.4,1,0.18,Fair,0,1.59,10.34,73.2,4,0.39,Low,Simulated System Logs
NDA/ARV/HHP/10091,Artemether-Lumefantrine,Malaysia,Abacus Pharma (Africa),Central,Warehouse,7954.0,2022-05-17,901,1300,57,15,0.306,0,Rainy,0.726,0.96,0.555,Moderate,22.7,56.2,1,0.314,Excellent,0,4.79,20.35,3100.8,6,0.556,Low,Simulated System Logs
NDA/CHR/HHP/10092,Metformin Tablets,India,Pharma Mart Ltd,Central,Hospital,3924.0,2025-06-09,828,4215,36,12,0.87,0,Dry,0.703,0.732,0.39,Poor,19.5,47.8,0,0.091,Excellent,1,2.81,35.41,529.61,2,0.336,Low,Field Survey
NDA/ABX/HHP/10093,Ibuprofen Tablets,China,HealthLink Ltd,Central,Warehouse,8789.0,2022-04-30,2505,1133,87,16,0.488,0,Rainy,0.78,1.0,0.748,Moderate,21.0,62.8,0,0.304,Excellent,0,4.32,12.78,92.09,6,0.434,Low,Field Survey
NDA/ABX/HHP/10094,Amoxicillin Capsules,India,Acme Pharma Ltd,Eastern,Health Centre IV,2728.0,2023-05-08,331,8090,90,18,0.58,0,Rainy,0.582,0.356,0.769,High,18.4,68.8,0,0.597,Excellent,1,10.06,15.06,386.0,6,0.402,Medium,Simulated System Logs
NDA/ABX/HHP/10095,Ibuprofen Tablets,China,Abacus Pharma (Africa),Central,Pharmacy,877.0,2023-01-29,132,4335,36,15,0.638,0,Dry,0.862,0.848,0.844,High,20.3,62.9,1,0.54,Excellent,0,1.98,8.17,0.91,1,0.327,Low,Scopus Research
NDA/ARV/HHP/10096,Tenofovir-Lamivudine-Dolutegravir,India,MedPlus Uganda,Central,Health Centre IV,3069.0,2024-09-10,900,8869,46,16,0.821,0,Rainy,0.563,0.863,0.63,Moderate,25.2,81.2,0,0.084,Poor,0,5.2,12.87,1932.34,0,0.28,Medium,Field Survey
NDA/ARV/HHP/10097,Metformin Tablets,India,HealthLink Ltd,Northern,Pharmacy,1086.0,2023-09-15,142,1574,8,24,0.995,0,Rainy,0.206,0.485,1.0,High,27.8,72.3,1,0.531,Poor,0,7.52,0.0,35.71,0,0.245,Medium,Simulated System Logs
NDA/CHR/HHP/10098,Tenofovir-Lamivudine-Dolutegravir,India,Abacus Pharma (Africa),Central,Hospital,2771.0,2024-05-16,604,3312,23,7,0.815,0,Rainy,0.787,0.929,0.461,Poor,21.8,58.3,1,0.09,Excellent,0,0.65,31.41,276.07,1,0.363,Low,Scopus Research
NDA/MAL/HHP/10099,Paracetamol Tablets,Malaysia,Ngoma Distributors,Western,Clinic,1203.0,2025-08-26,243,5870,52,15,0.823,0,Dry,0.537,0.388,0.394,Poor,23.6,47.1,0,0.218,Excellent,1,5.7,32.87,13.29,0,0.39,Medium,Scopus Research
NDA/ABX/HHP/10100,Amoxicillin Capsules,Kenya,Acme Pharma Ltd,Central,Hospital,4523.0,2024-07-17,1298,3344,28,7,0.861,0,Dry,0.641,0.684,0.579,Moderate,24.8,65.5,1,0.178,Excellent,0,7.34,17.14,237.4,0,0.216,Medium,Scopus Research
NDA/ABX/HHP/10101,Azithromycin Tablets,Spain,HealthLink Ltd,Central,Warehouse,8395.0,2024-04-04,1009,725,78,17,0.939,0,Rainy,0.712,0.692,0.891,High,23.0,70.8,0,0.55,Fair,0,6.4,4.5,398.09,0,0.164,Medium,Simulated System Logs
NDA/ANL/HHP/10102,Azithromycin Tablets,India,Ngoma Distributors,Central,Health Centre IV,2994.0,2024-04-04,453,2565,42,14,0.897,0,Rainy,0.689,0.89,0.498,Poor,15.9,66.5,0,0.577,Excellent,0,4.55,36.04,260.02,1,0.383,Low,Field Survey
NDA/CHR/HHP/10103,Ceftriaxone Injection,China,MedPlus Uganda,Central,Clinic,1101.0,2025-07-20,321,6088,7,13,0.603,0,Dry,0.926,0.767,0.911,High,22.3,89.0,1,0.367,Fair,1,6.17,2.29,256.65,1,0.358,Medium,Scopus Research
NDA/CHR/HHP/10104,Azithromycin Tablets,Kenya,Abacus Pharma (Africa),Eastern,Hospital,4936.0,2025-02-23,1236,5942,69,19,0.855,0,Dry,0.459,0.498,0.798,High,24.4,35.1,1,0.596,Excellent,0,5.77,7.88,539.7,1,0.26,Medium,Simulated System Logs
NDA/MAL/HHP/10105,Ceftriaxone Injection,China,HealthLink Ltd,Central,Warehouse,8134.0,2023-07-04,1091,762,35,17,0.414,1,Dry,0.82,0.785,0.749,Moderate,26.9,,1,0.241,Fair,0,1.78,10.94,502.75,6,0.546,Low,Field Survey
NDA/ANL/HHP/10106,Co-trimoxazole Tablets,Spain,Pharma Mart Ltd,Central,Health Centre IV,3316.0,2024-06-30,432,3855,82,11,0.798,0,Dry,0.797,0.881,1.0,High,24.5,92.0,1,0.506,Fair,0,5.11,7.67,572.19,2,0.24,Medium,Simulated System Logs
NDA/MAL/HHP/10107,Amoxicillin Capsules,Malaysia,Pharma Mart Ltd,Central,Hospital,2288.0,2022-11-15,569,8735,32,15,0.881,0,Rainy,0.733,0.878,0.91,High,21.9,60.1,0,0.163,Excellent,1,6.1,1.97,76.67,1,0.16,Medium,Simulated System Logs
NDA/CHR/HHP/10108,Ceftriaxone Injection,India,Abacus Pharma (Africa),Central,Clinic,1410.0,2022-12-03,361,2357,28,18,0.663,0,Dry,0.723,0.75,0.702,Moderate,17.2,75.9,1,0.206,Fair,1,1.92,9.13,60.67,8,0.341,Low,Simulated System Logs
NDA/ANL/HHP/10109,Artemether-Lumefantrine,India,MedPlus Uganda,Central,Warehouse,9725.0,2023-09-25,2351,1093,22,17,0.37,0,Rainy,0.756,0.701,0.494,Poor,28.2,77.9,0,0.388,Poor,1,9.5,37.01,5000.0,5,0.605,Medium,Field Survey
NDA/MAL/HHP/10110,Ibuprofen Tablets,China,Royal Pharma 2011 Ltd,Central,Clinic,1152.0,2023-11-12,127,4532,55,23,0.633,0,Rainy,0.517,0.572,0.708,Moderate,24.1,52.2,1,0.528,Excellent,0,5.76,14.81,18.2,3,0.456,Medium,Scopus Research
NDA/CHR/HHP/10111,Artemether-Lumefantrine,India,Crown Pharmaceuticals,Western,Clinic,978.0,2022-08-27,149,5293,77,9,0.942,0,Dry,0.447,0.352,0.761,Moderate,18.1,73.1,1,0.63,Fair,0,3.09,18.36,501.9,1,0.258,Low,Simulated System Logs
NDA/ANL/HHP/10112,Omeprazole Capsules,Netherlands,Crown Pharmaceuticals,Central,Hospital,2640.0,2024-07-11,306,7640,48,11,0.779,0,Dry,0.632,0.674,0.825,Moderate,20.9,63.4,1,0.541,Excellent,0,4.56,11.51,411.12,1,0.276,Low,Simulated System Logs
NDA/CHR/HHP/10113,Artemether-Lumefantrine,Malaysia,MedPlus Uganda,Eastern,Pharmacy,312.0,2025-07-22,71,8032,64,12,0.868,0,Dry,0.636,0.783,0.708,Moderate,21.5,66.7,0,0.03,Excellent,0,3.2,17.22,161.01,0,0.252,Low,Scopus Research
NDA/ARV/HHP/10114,Metformin Tablets,India,Crown Pharmaceuticals,Central,Warehouse,8403.0,2022-08-20,2515,1422,28,20,0.799,0,Dry,0.713,0.914,0.351,Poor,29.9,,1,0.718,Fair,0,6.55,35.68,602.13,3,0.541,Medium,Field Survey
NDA/MAL/HHP/10115,Artemether-Lumefantrine,India,Royal Pharma 2011 Ltd,Central,Clinic,1146.0,2022-09-09,150,5877,45,13,0.879,0,Rainy,0.76,0.861,0.98,High,19.8,49.3,1,0.776,Excellent,1,2.63,7.85,461.38,2,0.259,Low,Simulated System Logs
NDA/ANL/HHP/10116,Ibuprofen Tablets,Kenya,Ngoma Distributors,Eastern,Clinic,1369.0,2022-11-20,225,3735,15,19,0.846,0,Rainy,0.524,0.403,0.368,Poor,30.2,59.3,0,0.305,Fair,1,11.34,43.35,71.38,2,0.5,Medium,Simulated System Logs
NDA/MAL/HHP/10117,Amlodipine Tablets,India,Ngoma Distributors,Central,Hospital,3422.0,2025-06-01,501,4752,84,10,0.822,0,Dry,0.907,0.566,0.896,High,21.5,70.1,1,0.642,Fair,0,8.09,3.75,206.34,3,0.208,Medium,Field Survey
NDA/CHR/HHP/10118,Artemether-Lumefantrine,Uganda,Pharma Mart Ltd,Eastern,Warehouse,7497.0,2023-02-05,1906,1839,38,18,0.598,1,Dry,0.636,0.338,0.527,Moderate,26.5,42.5,1,0.284,Fair,1,4.5,19.48,4035.75,9,0.615,Low,Simulated System Logs
NDA/CHR/HHP/10119,Omeprazole Capsules,China,Abacus Pharma (Africa),Central,Pharmacy,697.0,2024-08-11,179,3443,64,10,0.851,0,Dry,0.714,0.78,0.471,Poor,21.9,71.2,0,0.322,Fair,0,8.9,31.3,305.97,0,0.42,Medium,Simulated System Logs
NDA/CHR/HHP/10120,Ibuprofen Tablets,Uganda,Pharma Mart Ltd,Western,Warehouse,8670.0,2024-01-11,2353,315,12,22,0.708,0,Dry,0.559,0.515,0.594,Moderate,21.2,47.6,0,0.294,Excellent,0,5.34,16.19,164.0,2,0.383,Medium,Field Survey
NDA/ANL/HHP/10121,Tenofovir-Lamivudine-Dolutegravir,Spain,Pharma Mart Ltd,Central,Health Centre IV,1591.0,2025-02-25,246,3566,19,14,0.444,0,Dry,0.774,0.626,0.523,Moderate,28.7,52.0,1,0.49,Fair,1,4.4,24.32,698.89,5,0.447,Low,Field Survey
NDA/ANL/HHP/10122,Azithromycin Tablets,Kenya,MedPlus Uganda,Eastern,Warehouse,7610.0,2024-03-06,1640,1438,12,21,0.494,1,Rainy,0.393,0.429,0.746,Moderate,29.4,41.4,0,0.493,Fair,0,11.42,23.12,1096.43,6,0.759,Medium,Field Survey
NDA/ABX/HHP/10123,Amlodipine Tablets,Malaysia,MedPlus Uganda,Central,Pharmacy,1296.0,2023-11-09,276,5636,80,19,0.5,0,Rainy,0.632,0.735,0.455,Poor,17.3,58.4,1,0.234,Excellent,0,1.46,30.78,59.43,10,0.538,Low,Scopus Research
NDA/MAL/HHP/10124,Amlodipine Tablets,China,MedPlus Uganda,Central,Warehouse,9883.0,2025-06-12,1236,658,43,19,0.5,0,Dry,0.747,0.857,0.697,Moderate,24.5,67.6,1,0.818,Excellent,0,6.68,18.29,1581.52,6,0.482,Medium,Simulated System Logs
NDA/ABX/HHP/10125,Omeprazole Capsules,India,Ngoma Distributors,Northern,Pharmacy,1008.0,2022-03-30,288,1596,81,18,0.862,1,Rainy,0.401,0.413,0.636,Moderate,19.8,41.4,1,0.316,Excellent,1,1.53,20.94,67.49,3,0.436,Low,Field Survey
NDA/MAL/HHP/10126,Amoxicillin Capsules,China,Crown Pharmaceuticals,Central,Health Centre IV,4022.0,2024-03-30,943,282,52,19,0.853,0,Rainy,0.657,0.695,0.697,Moderate,23.5,58.7,0,0.436,Excellent,0,6.55,15.08,498.55,0,0.385,Medium,Field Survey
NDA/ARV/HHP/10127,Co-trimoxazole Tablets,India,Acme Pharma Ltd,Northern,Clinic,678.0,2025-10-15,133,5551,10,17,0.602,0,Rainy,0.294,0.551,0.878,High,31.1,66.9,0,0.588,Fair,0,10.64,1.09,236.5,2,0.369,Medium,Simulated System Logs
NDA/MAL/HHP/10128,Amoxicillin Capsules,China,MedPlus Uganda,Eastern,Health Centre IV,3278.0,2023-04-26,693,8638,25,17,0.86,0,Rainy,0.524,0.58,0.765,High,24.8,53.1,1,0.639,Excellent,0,4.4,11.29,157.82,0,0.332,Low,Field Survey
NDA/CHR/HHP/10129,Co-trimoxazole Tablets,China,Abacus Pharma (Africa),Western,Pharmacy,1667.0,2025-11-25,331,7950,25,15,0.834,1,Rainy,0.524,0.618,0.518,Moderate,21.0,62.3,1,0.178,Excellent,1,1.33,28.28,22.69,0,0.441,Low,Field Survey
NDA/CHR/HHP/10130,Ibuprofen Tablets,Kenya,Abacus Pharma (Africa),Central,Hospital,5190.0,2025-06-19,884,1468,80,15,0.727,0,Dry,0.901,0.894,1.0,High,25.4,67.7,0,0.297,Fair,0,6.23,9.09,151.85,2,0.222,Medium,Scopus Research
NDA/ABX/HHP/10131,Ceftriaxone Injection,Spain,Ngoma Distributors,Eastern,Clinic,923.0,2024-09-04,262,345,51,21,0.437,0,Rainy,0.474,0.557,0.847,High,31.3,60.1,1,0.099,Fair,0,8.22,6.21,358.54,9,0.413,Medium,Simulated System Logs
NDA/ABX/HHP/10132,Amlodipine Tablets,India,Crown Pharmaceuticals,Central,Clinic,1399.0,2022-06-06,190,4746,31,23,0.739,0,Dry,0.649,0.826,0.615,Moderate,29.9,30.0,1,0.2,Fair,1,7.0,18.25,211.16,1,0.364,Medium,Field Survey
NDA/MAL/HHP/10133,Doxycycline Capsules,China,Crown Pharmaceuticals,Western,Clinic,342.0,2024-07-02,100,2216,81,19,0.971,0,Dry,0.567,0.652,0.658,Moderate,21.7,83.0,1,0.452,Fair,0,7.8,23.52,41.43,0,0.342,Medium,Simulated System Logs
NDA/ANL/HHP/10134,Tenofovir-Lamivudine-Dolutegravir,India,Acme Pharma Ltd,Western,Warehouse,8906.0,2022-09-30,892,522,49,16,0.576,0,Rainy,0.597,0.612,0.328,Poor,22.3,92.3,1,0.374,Fair,1,5.52,47.26,5000.0,3,0.531,Medium,Simulated System Logs
NDA/MAL/HHP/10135,Paracetamol Tablets,India,Ngoma Distributors,Central,Pharmacy,2501.0,2022-07-10,714,3295,39,14,0.757,0,Dry,0.903,0.661,0.55,Moderate,22.1,46.1,0,0.42,Excellent,0,6.8,19.78,21.48,1,0.293,Medium,Simulated System Logs
NDA/MAL/HHP/10136,Omeprazole Capsules,Kenya,MedPlus Uganda,Central,Clinic,462.0,2022-07-17,104,165,41,9,0.671,0,Dry,0.872,0.809,0.266,Poor,16.9,68.4,0,0.408,Excellent,1,4.17,34.6,39.37,1,0.45,Low,Simulated System Logs
NDA/ARV/HHP/10137,Artemether-Lumefantrine,China,MedPlus Uganda,Central,Pharmacy,968.0,2024-07-20,165,1236,55,23,0.677,0,Dry,0.578,0.76,0.788,High,24.0,52.8,1,0.256,Excellent,0,2.78,8.82,71.56,6,0.356,Low,Simulated System Logs
NDA/ARV/HHP/10138,Omeprazole Capsules,India,Crown Pharmaceuticals,Western,Hospital,6222.0,2022-06-19,1840,7044,77,13,0.877,0,Dry,0.586,0.415,0.327,Poor,26.6,69.4,1,0.775,Fair,0,7.37,38.82,219.92,0,0.46,Medium,Simulated System Logs
NDA/ABX/HHP/10139,Azithromycin Tablets,Netherlands,HealthLink Ltd,Central,Health Centre IV,3204.0,2023-06-13,668,5275,27,18,0.842,0,Dry,0.737,0.9,1.0,High,18.6,64.6,1,0.277,Excellent,0,2.4,2.83,83.82,2,0.167,Low,Scopus Research
NDA/MAL/HHP/10140,Doxycycline Capsules,Netherlands,Ngoma Distributors,Western,Pharmacy,1598.0,2022-02-04,295,1239,7,18,0.704,0,Dry,0.766,0.549,0.507,Moderate,22.3,63.6,1,0.098,Excellent,0,2.85,28.87,72.02,2,0.314,Low,Simulated System Logs
NDA/ABX/HHP/10141,Doxycycline Capsules,India,MedPlus Uganda,Central,Clinic,805.0,2025-08-08,125,5638,27,14,0.799,0,Dry,0.73,0.684,0.54,Moderate,19.3,42.9,1,0.4,Excellent,0,4.18,10.12,22.73,1,0.296,Low,Simulated System Logs
NDA/CHR/HHP/10142,Artemether-Lumefantrine,India,Pharma Mart Ltd,Eastern,Pharmacy,1917.0,2022-03-17,434,7922,59,25,0.983,0,Rainy,0.29,0.349,0.743,Moderate,29.9,66.5,1,0.699,Fair,0,6.5,20.83,2228.78,0,0.283,Medium,Simulated System Logs
NDA/MAL/HHP/10143,Amlodipine Tablets,China,Ngoma Distributors,Eastern,Pharmacy,843.0,2025-11-26,131,2569,86,6,0.622,0,Rainy,0.526,0.267,0.829,High,25.1,76.8,1,0.305,Poor,0,7.84,12.89,320.47,4,0.338,Medium,Scopus Research
NDA/CHR/HHP/10144,Ibuprofen Tablets,China,Royal Pharma 2011 Ltd,Western,Pharmacy,1660.0,2025-09-12,256,7325,68,14,0.348,0,Rainy,0.521,0.657,0.656,Moderate,21.8,73.7,1,0.126,Fair,1,2.94,20.72,8.98,7,0.528,Low,Scopus Research
NDA/ANL/HHP/10145,Amlodipine Tablets,Uganda,Crown Pharmaceuticals,Central,Warehouse,7386.0,2025-01-06,1385,50,38,21,0.312,0,Dry,0.552,0.887,1.0,High,22.2,79.6,1,0.551,Fair,1,2.98,4.49,795.47,8,0.526,Low,Scopus Research
NDA/ARV/HHP/10146,Paracetamol Tablets,India,Ngoma Distributors,Central,Clinic,866.0,2025-12-10,113,1995,39,19,0.658,0,Dry,0.695,0.798,0.88,High,29.1,61.4,1,0.668,Fair,0,10.7,15.49,18.84,2,0.351,Medium,Field Survey
NDA/ABX/HHP/10147,Ceftriaxone Injection,India,Pharma Mart Ltd,Northern,Hospital,4877.0,2022-08-06,1387,5112,32,22,0.763,1,Dry,0.218,0.403,0.918,Moderate,23.1,57.5,1,0.168,Excellent,0,3.15,8.92,589.51,3,0.575,Low,Simulated System Logs
NDA/MAL/HHP/10148,Azithromycin Tablets,India,Royal Pharma 2011 Ltd,Central,Health Centre IV,2069.0,2022-09-27,293,8829,31,21,0.547,0,Rainy,0.71,0.677,0.984,Moderate,21.3,60.5,1,0.653,Excellent,0,6.56,10.83,177.78,3,0.418,Medium,Scopus Research
NDA/ANL/HHP/10149,Doxycycline Capsules,India,Acme Pharma Ltd,Eastern,Warehouse,7488.0,2025-12-15,1074,121,20,20,0.839,0,Dry,0.325,0.613,0.461,Poor,20.8,57.9,1,0.591,Excellent,1,3.66,38.78,328.34,3,0.514,Low,Scopus Research
NDA/CHR/HHP/10150,Tenofovir-Lamivudine-Dolutegravir,India,HealthLink Ltd,Northern,Clinic,717.0,2025-11-26,129,3272,80,18,0.718,0,Rainy,0.549,0.18,0.775,High,23.9,52.8,1,0.584,Excellent,0,6.02,1.74,309.16,2,0.351,Medium,Simulated System Logs
NDA/MAL/HHP/10151,Amlodipine Tablets,India,Royal Pharma 2011 Ltd,Western,Warehouse,8090.0,2022-03-30,1775,596,21,19,0.743,0,Rainy,0.621,0.538,0.807,High,29.2,55.7,1,0.705,Fair,0,8.44,9.09,2648.07,3,0.36,Medium,Field Survey
NDA/ANL/HHP/10152,Ibuprofen Tablets,India,Acme Pharma Ltd,Central,Health Centre IV,1043.0,2025-02-10,271,715,71,19,0.643,0,Dry,0.628,0.664,0.806,High,19.3,51.6,1,0.583,Excellent,1,5.13,7.56,21.78,1,0.391,Medium,Simulated System Logs
NDA/MAL/HHP/10153,Paracetamol Tablets,India,Crown Pharmaceuticals,Eastern,Clinic,756.0,2022-02-16,132,4723,24,24,0.799,0,Dry,0.308,0.485,0.766,High,31.4,31.2,0,0.37,Fair,0,10.74,8.34,11.44,5,0.346,Medium,Scopus Research
NDA/ABX/HHP/10154,Artemether-Lumefantrine,Malaysia,Acme Pharma Ltd,Northern,Pharmacy,1861.0,2022-10-09,415,5277,27,9,0.755,0,Rainy,0.501,0.468,0.922,High,23.1,57.0,1,0.277,Excellent,1,2.66,9.43,333.05,3,0.286,Low,Simulated System Logs
NDA/MAL/HHP/10155,Ibuprofen Tablets,India,Ngoma Distributors,Central,Clinic,748.0,2025-02-16,76,3553,57,19,0.653,0,Dry,0.791,0.826,0.728,Moderate,23.9,62.2,0,0.879,Excellent,1,10.28,20.78,29.68,5,0.405,Medium,Simulated System Logs
NDA/ARV/HHP/10156,Amlodipine Tablets,India,Crown Pharmaceuticals,Western,Hospital,6697.0,2024-11-28,954,1402,75,16,0.899,0,Rainy,0.677,0.661,0.845,High,25.3,41.9,1,0.633,Fair,1,4.48,3.55,1446.68,0,0.189,Low,Field Survey
NDA/CHR/HHP/10157,Metformin Tablets,Spain,Acme Pharma Ltd,Northern,Hospital,6724.0,2023-03-25,865,3367,83,19,0.646,0,Rainy,0.504,0.492,0.488,Poor,19.3,61.1,0,0.456,Excellent,0,9.72,33.79,584.93,5,0.529,Medium,Scopus Research
NDA/CHR/HHP/10158,Azithromycin Tablets,Malaysia,Abacus Pharma (Africa),Central,Hospital,6664.0,2024-10-21,1140,2844,11,11,0.833,0,Rainy,0.743,0.838,0.472,Poor,23.7,77.7,1,0.233,Fair,0,6.87,41.99,566.39,2,0.366,Medium,Simulated System Logs
NDA/ABX/HHP/10159,Artemether-Lumefantrine,Malaysia,Royal Pharma 2011 Ltd,Eastern,Warehouse,7077.0,2022-12-21,1132,784,21,22,0.885,1,Dry,0.369,0.57,0.775,High,19.8,75.6,1,0.9,Fair,1,7.0,14.3,5000.0,1,0.481,Medium,Simulated System Logs
NDA/ABX/HHP/10160,Co-trimoxazole Tablets,India,Abacus Pharma (Africa),Western,Pharmacy,586.0,2023-06-26,96,4023,36,6,0.846,0,Dry,0.709,0.551,0.766,High,25.1,52.6,0,0.594,Fair,0,7.49,9.38,188.84,0,0.184,Medium,Field Survey
NDA/ABX/HHP/10161,Amlodipine Tablets,China,HealthLink Ltd,Central,Hospital,4248.0,2023-01-16,1228,3772,43,8,0.955,0,Dry,0.796,0.85,0.828,High,27.1,65.6,0,0.673,Fair,0,8.53,5.58,1053.84,0,0.135,Medium,Field Survey
NDA/ARV/HHP/10162,Amlodipine Tablets,India,HealthLink Ltd,Central,Warehouse,7611.0,2023-06-08,922,722,7,9,0.741,0,Dry,0.837,0.767,0.666,Moderate,24.0,75.8,1,0.697,Fair,0,4.66,27.48,580.9,2,0.398,Low,Scopus Research
NDA/MAL/HHP/10163,Omeprazole Capsules,China,Ngoma Distributors,Western,Hospital,2327.0,2022-03-09,362,8524,88,11,0.929,0,Rainy,0.589,0.596,0.85,High,30.7,66.4,0,0.151,Fair,1,8.07,10.24,820.88,1,0.203,Medium,Scopus Research
NDA/ABX/HHP/10164,Omeprazole Capsules,India,Acme Pharma Ltd,Central,Warehouse,8564.0,2022-05-19,1763,967,76,15,0.954,0,Rainy,0.488,0.724,0.677,Moderate,25.6,56.4,1,0.353,Fair,0,6.54,20.09,241.88,0,0.322,Medium,Simulated System Logs
NDA/MAL/HHP/10165,Doxycycline Capsules,China,Ngoma Distributors,Central,Hospital,2139.0,2022-10-20,520,284,15,23,0.813,0,Rainy,0.601,0.655,0.726,Moderate,23.9,71.1,1,0.506,Fair,0,8.1,20.99,235.75,0,0.362,Medium,Field Survey
NDA/ANL/HHP/10166,Amlodipine Tablets,India,Royal Pharma 2011 Ltd,Western,Hospital,6833.0,2022-11-22,763,1922,12,16,0.56,0,Rainy,0.694,0.464,0.769,High,21.2,51.1,1,0.428,Excellent,0,4.19,6.98,640.13,2,0.36,Low,Scopus Research
NDA/MAL/HHP/10167,Amoxicillin Capsules,China,Ngoma Distributors,Eastern,Health Centre IV,4548.0,2025-05-19,852,791,81,15,0.781,0,Rainy,0.626,0.462,0.688,Moderate,26.1,52.9,1,0.825,Fair,0,7.15,22.91,338.47,3,0.338,Medium,Scopus Research
NDA/ABX/HHP/10168,Ceftriaxone Injection,Spain,HealthLink Ltd,Central,Hospital,4167.0,2025-07-11,532,6290,33,14,0.868,0,Dry,0.758,0.774,0.907,Moderate,23.3,59.0,1,0.562,Excellent,1,4.15,7.42,177.27,0,0.275,Low,Field Survey
NDA/CHR/HHP/10169,Ibuprofen Tablets,Uganda,Acme Pharma Ltd,Central,Health Centre IV,3163.0,2023-09-15,368,8523,72,14,0.694,0,Rainy,0.852,0.853,0.637,Moderate,24.2,47.8,1,0.875,Excellent,0,4.33,27.0,54.23,1,0.383,Low,Simulated System Logs
NDA/ANL/HHP/10170,Omeprazole Capsules,Malaysia,HealthLink Ltd,Central,Hospital,5294.0,2025-08-26,858,6393,82,13,0.479,0,Dry,0.694,0.648,0.551,Moderate,24.3,56.3,1,0.163,Excellent,0,2.1,30.03,340.05,1,0.49,Low,Scopus Research
NDA/ABX/HHP/10171,Amoxicillin Capsules,Netherlands,Abacus Pharma (Africa),Eastern,Clinic,780.0,2022-01-23,171,5198,30,18,0.439,0,Dry,0.358,0.583,0.946,High,24.0,82.7,1,0.382,Fair,1,4.65,0.0,41.59,7,0.451,Low,Scopus Research
NDA/MAL/HHP/10172,Paracetamol Tablets,Spain,Abacus Pharma (Africa),Eastern,Health Centre IV,2889.0,2024-11-16,858,6223,8,21,0.652,0,Rainy,0.534,0.585,0.682,Moderate,22.2,78.6,1,0.319,Fair,1,4.31,26.21,17.17,3,0.468,Low,Simulated System Logs
NDA/MAL/HHP/10173,Tenofovir-Lamivudine-Dolutegravir,Malaysia,Abacus Pharma (Africa),Central,Clinic,780.0,2023-04-26,163,3399,79,12,0.573,1,Rainy,0.958,0.78,0.612,Moderate,21.6,47.6,0,0.479,Excellent,0,4.59,15.34,281.43,3,0.547,Low,Simulated System Logs
NDA/ANL/HHP/10174,Ceftriaxone Injection,Kenya,Acme Pharma Ltd,Northern,Warehouse,8090.0,2023-04-30,1398,664,58,23,0.866,0,Rainy,0.173,0.44,0.588,Moderate,20.5,67.0,0,0.914,Excellent,0,8.96,23.43,1967.49,1,0.449,Medium,Scopus Research
NDA/ARV/HHP/10175,Co-trimoxazole Tablets,Malaysia,Pharma Mart Ltd,Eastern,Hospital,4376.0,2024-06-14,445,2380,22,19,0.658,0,Dry,0.469,0.381,0.697,Moderate,19.9,64.1,0,0.426,Excellent,0,7.47,15.78,717.75,6,0.432,Medium,Scopus Research
NDA/CHR/HHP/10176,Ceftriaxone Injection,Netherlands,MedPlus Uganda,Central,Health Centre IV,3491.0,2025-03-10,605,8473,66,17,0.467,0,Rainy,0.884,0.796,0.529,Moderate,23.8,82.7,0,0.633,Fair,0,6.73,25.76,590.67,2,0.496,Medium,Simulated System Logs
NDA/ABX/HHP/10177,Paracetamol Tablets,China,Royal Pharma 2011 Ltd,Central,Pharmacy,1547.0,2022-09-26,393,3171,8,23,0.975,0,Rainy,0.541,0.708,0.657,Moderate,26.8,60.5,0,0.601,Fair,1,6.29,17.45,10.48,0,0.305,Medium,Simulated System Logs
NDA/CHR/HHP/10178,Metformin Tablets,India,HealthLink Ltd,Western,Health Centre IV,3881.0,2025-10-05,560,7070,20,14,0.932,0,Rainy,0.756,0.695,0.518,Moderate,22.7,55.1,0,0.552,Excellent,0,5.33,20.06,101.22,0,0.255,Medium,Field Survey
NDA/CHR/HHP/10179,Tenofovir-Lamivudine-Dolutegravir,India,Acme Pharma Ltd,Central,Clinic,716.0,2023-10-26,177,3171,90,21,0.418,0,Rainy,0.809,0.586,0.999,High,20.0,66.3,1,0.125,Excellent,0,0.44,3.44,36.73,7,0.375,Low,Simulated System Logs
NDA/ARV/HHP/10180,Paracetamol Tablets,China,Pharma Mart Ltd,Western,Clinic,1294.0,2024-07-14,380,4695,51,16,0.274,0,Dry,0.41,0.521,0.317,Poor,27.9,54.1,1,0.168,Fair,1,2.06,34.8,6.56,9,0.612,Low,Field Survey
NDA/ANL/HHP/10181,Amoxicillin Capsules,Netherlands,MedPlus Uganda,Central,Clinic,1160.0,2022-11-22,345,2502,51,15,0.661,0,Rainy,0.603,0.752,0.779,Moderate,25.7,68.0,1,0.337,Fair,0,5.2,17.13,40.14,1,0.338,Medium,Scopus Research
